"scope","lang","const","translation","pages"
"global","en","str_save_seleted_items","save selected items","interface.php"
"global","hu","str_save_seleted_items","kiválasztott elemek mentése","interface.php"
"global","ro","str_save_seleted_items","salvează obiectele selectate","interface.php"
"global","en","str_sci_name","Scientific name","common_pg_funcs.php,interface.php,metaname.php,project_admin.php"
"global","hu","str_sci_name","tudományos név","common_pg_funcs.php,interface.php,metaname.php,project_admin.php"
"global","ro","str_sci_name","denumire științifică","common_pg_funcs.php,interface.php,metaname.php,project_admin.php"
"global","en","str_sci_names","scientific names","metaname.php"
"global","hu","str_sci_names","tudományos nevek","metaname.php"
"global","ro","str_sci_names","denumiri științifice","metaname.php"
"global","en","str_search","search","project_admin.php"
"global","hu","str_search","keres","project_admin.php"
"global","ro","str_search","caută","project_admin.php"
"global","en","str_searchmulti","search for multiple species",
"global","hu","str_searchmulti","keresés több fajra",
"global","ro","str_searchmulti","căutare pentru mai multe specii",
"global","en","str_searchone","search for one species",
"global","hu","str_searchone","keresés egy fajra",
"global","ro","str_searchone","căutare pentru o singură specie",
"global","en","str_searchstring","search string","project_admin.php"
"global","hu","str_searchstring","keresőszó","project_admin.php"
"global","ro","str_searchstring","termen de căutare","project_admin.php"
"global","en","str_select","selection","geomtest.php,interface.php"
"global","hu","str_select","szelekció","geomtest.php,interface.php"
"global","ro","str_select","selecție","geomtest.php,interface.php"
"global","en","str_select_buffer_size","select buffer size","geomtest.php,interface.php"
"global","hu","str_select_buffer_size","szelekció puffer mérete","geomtest.php,interface.php"
"global","ro","str_select_buffer_size","selectare mărime buffer","geomtest.php,interface.php"
"global","en","str_selected_pubs","Selected publications",
"global","hu","str_selected_pubs","Válogatott publikációk",
"global","ro","str_selected_pubs","publicații selectate",
"global","en","str_selection_name","selections' names","interface.php"
"global","hu","str_selection_name","szelekciók neve","interface.php"
"global","ro","str_selection_name","nume geometrie","interface.php"
"global","en","str_send","send","profile.php,upload_show-table-form.php"
"global","hu","str_send","küld","profile.php,upload_show-table-form.php"
"global","ro","str_send","trimite","profile.php,upload_show-table-form.php"
"global","en","str_sensitive","sensitive","project_admin.php"
"global","hu","str_sensitive","érzékeny","project_admin.php"
"global","ro","str_sensitive","sensibil","project_admin.php"
"global","en","str_session","session","interface.php,upload_show-table-form.php"
"global","hu","str_session","munkamenet","interface.php,upload_show-table-form.php"
"global","ro","str_session","sesiune","interface.php,upload_show-table-form.php"
"global","en","str_session_expired","session expired","interface.php,upload_show-table-form.php"
"global","hu","str_session_expired","a munkamenet lejárt","interface.php,upload_show-table-form.php"
"global","ro","str_session_expired","sesiune expirată","interface.php,upload_show-table-form.php"
"global","en","str_session_timeout","seconds until session timeout","interface.php,upload_show-table-form.php"
"global","hu","str_session_timeout","másodperc múlva a munkamenet lejár","interface.php,upload_show-table-form.php"
"global","ro","str_session_timeout","secunde până la sfârșitul sesiunii","interface.php,upload_show-table-form.php"
"global","en","str_set","Set","common_pg_funcs.php,profile.php,project_admin.php,upload_dynamic_js.php,upload.php"
"global","hu","str_set","beállít","common_pg_funcs.php,profile.php,project_admin.php,upload_dynamic_js.php,upload.php"
"global","ro","str_set","setează","common_pg_funcs.php,profile.php,project_admin.php,upload_dynamic_js.php,upload.php"
"global","en","str_set_coordinates_from","Do I set geometry based on image information","upload_dynamic_js.php"
"global","hu","str_set_coordinates_from","Beállítsam a geometriát a képi információk alapján","upload_dynamic_js.php"
"global","ro","str_set_coordinates_from","Do I set geometry based on image information","upload_dynamic_js.php"
"global","en","str_set_it","set_it","project_admin.php"
"global","hu","str_set_it","állítsd be","project_admin.php"
"global","ro","str_set_it","setează","project_admin.php"
"global","en","str_set_max","maximum","project_admin.php"
"global","hu","str_set_max","maximum","project_admin.php"
"global","ro","str_set_max",,"project_admin.php"
"global","en","str_set_password","Please change your password","profile.php"
"global","hu","str_set_password","kérjük állítsa be a jelszavát","profile.php"
"global","ro","str_set_password","vă rugăm să vă setați parola!","profile.php"
"global","hu","str_set_save_query","Elmenthető lekérdezés összeállítása",
"global","en","str_set_save_query","Assambling savable queries",
"global","ro","str_set_save_query","creare interogare salvabilă",
"global","en","str_settings","settings","profile.php"
"global","hu","str_settings","beállítások","profile.php"
"global","ro","str_settings","setări","profile.php"
"global","en","str_set_your_password","After you signed in, please set your new password.","common_pg_funcs.php"
"global","hu","str_set_your_password","Miután bejelentkezett kérem adja meg a jelszavát.","common_pg_funcs.php"
"global","ro","str_set_your_password","După ce v-ați logat, vă rugăm setați parola nouă.","common_pg_funcs.php"
"global","en","str_shape_error","shape (.shp) file error","afuncs.php,common_pg_funcs.php"
"global","hu","str_shape_error","shape fájl hiba","afuncs.php,common_pg_funcs.php"
"global","ro","str_shape_error","eroare fișier shape (.shp)","afuncs.php,common_pg_funcs.php"
"global","en","str_share","share","interface.php,profile.php"
"global","hu","str_share","megosztás","interface.php,profile.php"
"global","ro","str_share","share","interface.php,profile.php"
"global","en","str_shared_polygons","shared geometries","interface.php,profile.php"
"global","hu","str_shared_polygons","megosztott geometriák","interface.php,profile.php"
"global","ro","str_shared_polygons","geometrii împărtășite","interface.php,profile.php"
"global","en","str_sheets","sheets","upload_show-table-form.php"
"global","hu","str_sheets","lapok","upload_show-table-form.php"
"global","ro","str_sheets","pagini","upload_show-table-form.php"
"global","en","str_show_uploads","uploads","interface.php"
"global","hu","str_show_uploads","feltöltések","interface.php"
"global","ro","str_show_uploads","încărcări","interface.php"
"global","en","str_shp_upload","geometry upload from SHP file","profile.php"
"global","hu","str_shp_upload","geometria feltöltése SHP fájlból","profile.php"
"global","ro","str_shp_upload","încărcare geometrie din fișier SHP","profile.php"
"global","en","str_sigcont_explain","those users whose uploading contribution exceeds 5% of the whole database",
"global","hu","str_sigcont_explain","azon felhasználók akiknek a feltöltési hozzájárulása meghaladja a teljes adatbázis több mint 5%-át",
"global","ro","str_sigcont_explain","acei utilizatori a căror contribuție la totalul datelor încărcate depășește 5%",
"global","en","str_significant_contributors","significant contributors","interface.php"
"global","hu","str_significant_contributors","jelentős hozzájárulók","interface.php"
"global","ro","str_significant_contributors","contributori principali","interface.php"
"global","en","str_signin","Sign in","common_pg_funcs.php"
"global","hu","str_signin","Bejelentkezés","common_pg_funcs.php"
"global","ro","str_signin","autentificare","common_pg_funcs.php"
"global","en","str_silver","silver",
"global","hu","str_silver","ezüst",
"global","ro","str_silver","argintiu",
"global","en","str_sim_names","similar scientific names","metaname.php"
"global","hu","str_sim_names","hasonló tudományos nevek","metaname.php"
"global","ro","str_sim_names","denumiri științifice similare","metaname.php"
"global","en","str_skip_marked_rows","There are skip marked lines in the table!","upload_funcs.php"
"global","hu","str_skip_marked_rows","Kihagyásra jelölt sorok vannak a táblázatban!","upload_funcs.php"
"global","ro","str_skip_marked_rows","Există rânduri marcate pentru a fi omise din încărcare!","upload_funcs.php"
"global","en","str_smpl_p","Sample points",
"global","hu","str_smpl_p","Mintavételi hely",
"global","ro","str_smpl_p","puncte eșantion",
"global","en","str_soft_error","soft error","project_admin.php"
"global","hu","str_soft_error","puha hiba","project_admin.php"
"global","ro","str_soft_error","soft error","project_admin.php"
"global","en","str_some_errors","Some errors occured! Ommit the affected lines or repair the errors.","upload_funcs.php"
"global","hu","str_some_errors","Néhány hiba van! Hagyd ki az érintett sorokat, vagy javítsd a hibákat.","upload_funcs.php"
"global","ro","str_some_errors","Eroare! Completează/corectează erorile sau omite liniile afectate.","upload_funcs.php"
"global","en","str_some_warnings","Attention! Repair or click on IMPORT again to disregard the warnings!","upload_funcs.php"
"global","hu","str_some_warnings","Figyelem! Javítsd, vagy klikkelj megint az IMPORT gombon a figyelmeztetések figyelmen kívül hagyásához!","upload_funcs.php"
"global","ro","str_some_warnings","Atenție! Corectează sau click încă o dată pe butonul ÎNCĂRCARE DATE pentru a ignora avertismentul!","upload_funcs.php"
"global","en","str_spatial_geometry","spatial geometry","project_admin.php"
"global","hu","str_spatial_geometry","térbeli geomatria","project_admin.php"
"global","ro","str_spatial_geometry","geometrie spațială","project_admin.php"
"global","en","str_spatial_relationship","spatial realtionship",
"global","hu","str_spatial_relationship","térbeli kapcsolat",
"global","ro","str_spatial_relationship","relație spațială",
"global","en","str_species","species","interface.php,mainpage_sidebar1.php,profile.php,project_admin.php,results_builder.php"
"global","hu","str_species","faj","interface.php,mainpage_sidebar1.php,profile.php,project_admin.php,results_builder.php"
"global","ro","str_species","specie","interface.php,mainpage_sidebar1.php,profile.php,project_admin.php,results_builder.php"
"global","en","str_speciescount","species","interface.php"
"global","hu","str_speciescount","faj","interface.php"
"global","ro","str_speciescount","specii","interface.php"
"global","en","str_specieses","species name database","interface.php"
"global","hu","str_specieses","fajnév adatbázis","interface.php"
"global","ro","str_specieses","baza de date cu numele speciilor","interface.php"
"global","en","str_specieslist","the list of species and summary of the query","results_builder.php"
"global","hu","str_specieslist","a lekérdezésben előforduló fajok listája és adatok összesítése","results_builder.php"
"global","ro","str_specieslist","lista speciilor și sumarul interogării","results_builder.php"
"global","en","str_speciesplus","add more species to the filter","project_admin.php"
"global","hu","str_speciesplus","további fajok hozzáadása a szűréshez","project_admin.php"
"global","ro","str_speciesplus","adăugare specii noi la filtrare","project_admin.php"
"global","en","str_species_stat","species statistics","mainpage_sidebar1.php,profile.php"
"global","hu","str_species_stat","faj statisztika","mainpage_sidebar1.php,profile.php"
"global","ro","str_species_stat","statistici specii","mainpage_sidebar1.php,profile.php"
"global","en","str_specname","species name","interface.php"
"global","hu","str_specname","fajnév","interface.php"
"global","ro","str_specname","nume specie","interface.php"
"global","en","str_sqdesc","By clicking the links below, saved queries can be loaded. You can save the links from the right click menu to save them to the clipboard.","interface.php"
"global","hu","str_sqdesc","Az alábbi hivatkozásokra kattintva az elmentett lekérdezések visszatölthetőek. A hivatkozásokat a jobb egérgombos menüből kiválasztva a vágólapra mentheti.","interface.php"
"global","ro","str_sqdesc","Accesând acest link puteți continua o interogare salvată. Puteți salva linkul alegând opțiunea salvează din meniul click dreapta.","interface.php"
"global","en","str_srdesc","permanent identifiers","interface.php"
"global","hu","str_srdesc","tartós azonosítók","interface.php"
"global","ro","str_srdesc","identificatori permanenți","interface.php"
"global","en","str_state","state","project_admin.php"
"global","hu","str_state","állapot","project_admin.php"
"global","ro","str_state","stare","project_admin.php"
"global","en","str_status","status","profile.php,project_admin.php"
"global","hu","str_status","státusz","profile.php,project_admin.php"
"global","ro","str_status","statut","profile.php,project_admin.php"
"global","en","str_steps","steps","profile.php"
"global","hu","str_steps","lépés","profile.php"
"global","ro","str_steps","pași","profile.php"
"global","en","str_success","success","profile.php"
"global","hu","str_success","sikeres","profile.php"
"global","ro","str_success","reușit","profile.php"
"global","en","str_sum","sum","upload_show-table-form.php"
"global","hu","str_sum","összeg","upload_show-table-form.php"
"global","ro","str_sum","sumă","upload_show-table-form.php"
"global","en","str_sumall","in all","identify_point.php"
"global","hu","str_sumall","összesen","identify_point.php"
"global","ro","str_sumall","din totalul de","identify_point.php"
"global","en","str_summary","summary",
"global","hu","str_summary","összefoglaló",
"global","ro","str_summary","sumar",
"global","ru","str_summary","резюме",
"global","en","str_synonym_name","synonym name","metaname.php"
"global","hu","str_synonym_name","szinoním név","metaname.php"
"global","ro","str_synonym_name","sinonimă","metaname.php"
"global","en","str_table","table","project_admin.php"
"global","hu","str_table","tábla","project_admin.php"
"global","ro","str_table","tabel","project_admin.php"
"global","en","str_table_comment","table comment","project_admin.php"
"global","hu","str_table_comment","tábla megjegyzés","project_admin.php"
"global","ro","str_table_comment","comentariu tabel","project_admin.php"
"global","en","str_table_name","table name","project_admin.php"
"global","hu","str_table_name","tábla neve","project_admin.php"
"global","ro","str_table_name","nume tabel","project_admin.php"
"global","en","str_taxon_filter","taxon filters","project_admin.php"
"global","hu","str_taxon_filter","taxon név szűrés","project_admin.php"
"global","ro","str_taxon_filter","filtru nume specie","project_admin.php"
"global","en","str_taxon_name","species name","interface.php,project_admin.php"
"global","hu","str_taxon_name","faj név","interface.php,project_admin.php"
"global","ro","str_taxon_name","nume specie","interface.php,project_admin.php"
"global","en","str_taxon_names","species names","interface.php,project_admin.php"
"global","hu","str_taxon_names","faj nevek","interface.php,project_admin.php"
"global","ro","str_taxon_names","denumire specii","interface.php,project_admin.php"
"global","en","str_tc","Terms & Conditions",
"global","hu","str_tc","Szabályok és feltételek",
"global","ro","str_tc","Reguli și condiții",
"global","ru","str_tc","Условия и положения",
"global","en","str_technical_info","technical information",
"global","hu","str_technical_info","technical information",
"global","ro","str_technical_info","informație tehnică",
"global","en","str_template","template","interface.php,upload.php"
"global","hu","str_template","sablon","interface.php,upload.php"
"global","ro","str_template","template","interface.php,upload.php"
"global","en","str_text","text","project_admin.php,upload_show-table-form.php"
"global","hu","str_text","szöveg","project_admin.php,upload_show-table-form.php"
"global","ro","str_text","text","project_admin.php,upload_show-table-form.php"
"global","en","str_text_filters","text filters","text_filter.php,text_filter2.php"
"global","hu","str_text_filters","szöveges szűrők","text_filter.php,text_filter2.php"
"global","ro","str_text_filters","filtre de text","text_filter.php,text_filter2.php"
"global","ru","str_text_filters","текстовые фильтры","text_filter.php,text_filter2.php"
"global","en","str_thanks_for","Thank you for your contribution!","interface.php,profile.php"
"global","hu","str_thanks_for","Köszönet a hozzájárulásodért!","interface.php,profile.php"
"global","ro","str_thanks_for","mulțumim că ați contribuit cu opinia","interface.php,profile.php"
"global","en","str_thx_for_opinion","thanks for your contribution to the evaluation","evaluation.php"
"global","hu","str_thx_for_opinion","köszönjük, hogy véleményével hozzájárult az értékeléshez","evaluation.php"
"global","ro","str_thx_for_opinion","mulțumim că ați contribuit cu opinia dumneavoastră la evaluare","evaluation.php"
"global","en","str_time","time","project_admin.php,upload_show-table-form.php"
"global","hu","str_time","idő","project_admin.php,upload_show-table-form.php"
"global","ro","str_time","timp","project_admin.php,upload_show-table-form.php"
"global","en","str_time_interval","time interval","project_admin.php,upload_show-table-form.php"
"global","hu","str_time_interval","idő intervallum","project_admin.php,upload_show-table-form.php"
"global","ro","str_time_interval","interval de timp","project_admin.php,upload_show-table-form.php"
"global","en","str_time_to_minutes","time to minutes","project_admin.php,upload_show-table-form.php"
"global","hu","str_time_to_minutes","idő percekben","project_admin.php,upload_show-table-form.php"
"global","ro","str_time_to_minutes","timp până la minute","project_admin.php,upload_show-table-form.php"
"global","en","str_to","to","text_filter.php,text_filter2.php"
"global","hu","str_to","-ig","text_filter.php,text_filter2.php"
"global","ro","str_to","până la","text_filter.php,text_filter2.php"
"global","en","str_translation","translation","project_admin.php"
"global","hu","str_translation","fordítás","project_admin.php"
"global","ro","str_translation","traducere","project_admin.php"
"global","en","str_true","true","common_pg_funcs.php,project_admin.php"
"global","hu","str_true","igen","common_pg_funcs.php,project_admin.php"
"global","ro","str_true","da","common_pg_funcs.php,project_admin.php"
"global","en","str_turn_off","turn off",
"global","hu","str_turn_off","kikapcsol",
"global","ro","str_turn_off","oprește",
"global","en","str_turn_on","turn on",
"global","hu","str_turn_on","bekapcsol",
"global","ro","str_turn_on","pornește",
"global","en","str_type","type","profile.php,project_admin.php,upload_show-table-form.php"
"global","hu","str_type","típus","profile.php,project_admin.php,upload_show-table-form.php"
"global","ro","str_type","tip","profile.php,project_admin.php,upload_show-table-form.php"
"global","en","str_type_to_listing_values","start typing to list values","upload_show-table-form.php"
"global","hu","str_type_to_listing_values","kezdjen el gépelni a lista megjelenítéséhez","upload_show-table-form.php"
"global","ro","str_type_to_listing_values","începe să tastezi pentru listarea valorilor","upload_show-table-form.php"
"global","en","str_undefined","undefined","common_pg_funcs.php"
"global","hu","str_undefined","definiálatlan","common_pg_funcs.php"
"global","ro","str_undefined","nedefinit","common_pg_funcs.php"
"global","en","str_update","update","project_admin.php,upload_show-table-form.php"
"global","hu","str_update","frissít","project_admin.php,upload_show-table-form.php"
"global","ro","str_update","actualizează","project_admin.php,upload_show-table-form.php"
"global","en","str_uphist","Uploading history",
"global","hu","str_uphist","Adatfeltöltés története",
"global","ro","str_uphist","istoric încărcare de date",
"global","en","str_upldesc","uploading list","interface.php"
"global","hu","str_upldesc","feltöltés listája","interface.php"
"global","ro","str_upldesc","acesta este lista încărcărilor utilizatorului","interface.php"
"global","en","str_upload","upload","evaluation.php,interface.php,mainpage_sidebar1.php,mainpage_sidebar2.php,profile.php,project_admin.php,results_builder.php,upload_funcs.php,upload.php,upload_show-table-form.php"
"global","hu","str_upload","feltöltés","evaluation.php,interface.php,mainpage_sidebar1.php,mainpage_sidebar2.php,profile.php,project_admin.php,results_builder.php,upload_funcs.php,upload.php,upload_show-table-form.php"
"global","ro","str_upload","încărcare","evaluation.php,interface.php,mainpage_sidebar1.php,mainpage_sidebar2.php,profile.php,project_admin.php,results_builder.php,upload_funcs.php,upload.php,upload_show-table-form.php"
"global","ru","str_upload","загружать","evaluation.php,interface.php,mainpage_sidebar1.php,mainpage_sidebar2.php,profile.php,project_admin.php,results_builder.php,upload_funcs.php,upload.php,upload_show-table-form.php"
"global","en","str_uploadcount","upload count","mainpage_sidebar2.php,profile.php"
"global","hu","str_uploadcount","feltöltések száma","mainpage_sidebar2.php,profile.php"
"global","ro","str_uploadcount","număr încărcări","mainpage_sidebar2.php,profile.php"
"global","en","str_upload_date","upload date","results_builder.php"
"global","hu","str_upload_date","feltöltés dátuma","results_builder.php"
"global","ro","str_upload_date","încărcat în data de","results_builder.php"
"global","en","str_uploaded_data","uploaded data",
"global","hu","str_uploaded_data","feltöltött adat",
"global","ro","str_uploaded_data","date încărcate",
"global","ru","str_uploaded_data","загруженные данные",
"global","en","str_uploader","uploader","results_builder.php"
"global","hu","str_uploader","feltöltő","results_builder.php"
"global","ro","str_uploader","încărcat de","results_builder.php"
"global","ru","str_uploader","загрузчик","results_builder.php"
"global","en","str_upload_extent","Uploaded geometry extent","upload_funcs.php"
"global","hu","str_upload_extent","Feltöltött adatok térbeli kiterjedése","upload_funcs.php"
"global","ro","str_upload_extent","întinderea geometriilor încărcate","upload_funcs.php"
"global","en","str_upload_forms","upload forms","interface.php,project_admin.php"
"global","hu","str_upload_forms","feltöltő űrlapok","interface.php,project_admin.php"
"global","ro","str_upload_forms","creare formulare","interface.php,project_admin.php"
"global","en","str_upload_from_file","upload from file",
"global","hu","str_upload_from_file","feltöltés fájlból",
"global","ro","str_upload_from_file","încărcare din fișier",
"global","en","str_upload_from_web","upload using web form",
"global","hu","str_upload_from_web","feltöltés űrlappal",
"global","ro","str_upload_from_web","încărcare din formular web",
"global","en","str_uploading_evaluation","uploading evaluation","evaluation.php"
"global","hu","str_uploading_evaluation","feltöltés véleményezés","evaluation.php"
"global","ro","str_uploading_evaluation","evaluarea încărcării","evaluation.php"
"global","en","str_upload_length","Uploaded row count","upload_funcs.php"
"global","hu","str_upload_length","Feltöltött adatok száma","upload_funcs.php"
"global","ro","str_upload_length","numărul de rânduri încărcate","upload_funcs.php"
"global","en","str_uploads","uploads","mainpage_sidebar1.php"
"global","hu","str_uploads","feltöltések","mainpage_sidebar1.php"
"global","ro","str_uploads","încărcări","mainpage_sidebar1.php"
"global","ru","str_uploads","добавления","mainpage_sidebar1.php"
"global","en","str_url","URL","project_admin.php"
"global","hu","str_url","URL","project_admin.php"
"global","ro","str_url","URL","project_admin.php"
"global","en","str_user","user","evaluation.php,interface.php,mainpage_sidebar2.php,profile.php"
"global","hu","str_user","felhasználó","evaluation.php,interface.php,mainpage_sidebar2.php,profile.php"
"global","ro","str_user","utilizator","evaluation.php,interface.php,mainpage_sidebar2.php,profile.php"
"global","en","str_user_agreement","User Agreement",
"global","hu","str_user_agreement","Felhasználói szerződés",
"global","ro","str_user_agreement","reguli și condiții de utilizare (pdf)",
"global","ru","str_user_agreement","Пользовательское соглашение",
"global","en","str_userdata","user data","interface.php,profile.php"
"global","hu","str_userdata","felhasználói adatok","interface.php,profile.php"
"global","ro","str_userdata","date utilizator","interface.php,profile.php"
"global","en","str_user_evaluation","user evaluation","evaluation.php"
"global","hu","str_user_evaluation","felhasználó véleményezés","evaluation.php"
"global","ro","str_user_evaluation","evaluarea utilizatorului","evaluation.php"
"global","en","str_userinfo","user information","profile.php"
"global","hu","str_userinfo","felhasználói információk","profile.php"
"global","ro","str_userinfo","informații utilizator","profile.php"
"global","en","str_user_statistics","user statistics","mainpage_sidebar2.php"
"global","hu","str_user_statistics","felhasználó statisztika","mainpage_sidebar2.php"
"global","ro","str_user_statistics","statistici utilizatori","mainpage_sidebar2.php"
"global","ru","str_user_statistics","пользовательская статистика","mainpage_sidebar2.php"
"global","en","str_validation","validation","interface.php,project_admin.php"
"global","hu","str_validation","validitás","interface.php,project_admin.php"
"global","ro","str_validation","validare","interface.php,project_admin.php"
"global","en","str_validhist","evaluation history",
"global","hu","str_validhist","értékelés történet",
"global","ro","str_validhist","istoric validare",
"global","en","str_valuation","evaluation","interface.php,mainpage_sidebar2.php,profile.php"
"global","hu","str_valuation","értékelés","interface.php,mainpage_sidebar2.php,profile.php"
"global","ro","str_valuation","evaluare","interface.php,mainpage_sidebar2.php,profile.php"
"global","en","str_valuations","valuations","mainpage_sidebar2.php"
"global","hu","str_valuations","értékelések","mainpage_sidebar2.php"
"global","ro","str_valuations","evaluări","mainpage_sidebar2.php"
"global","en","str_value","value",
"global","hu","str_value","érték",
"global","ro","str_value","valoare",
"global","en","str_view","view","interface.php,project_admin.php,results_builder.php,upload_show-table-form.php"
"global","hu","str_view","megnéz","interface.php,project_admin.php,results_builder.php,upload_show-table-form.php"
"global","ro","str_view","vizualizează","interface.php,project_admin.php,results_builder.php,upload_show-table-form.php"
"global","en","str_view_options","display options","results_builder.php"
"global","hu","str_view_options","megjelenítési opciók","results_builder.php"
"global","ro","str_view_options","opțiuni de vizualizare","results_builder.php"
"global","en","str_views","views","interface.php"
"global","hu","str_views","megtekintések","interface.php"
"global","ro","str_views","vizualizări","interface.php"
"global","en","str_violet","violet",
"global","hu","str_violet","ibolya",
"global","ro","str_violet","violet",
"global","en","str_visible","visible","project_admin.php"
"global","hu","str_visible","látható","project_admin.php"
"global","ro","str_visible","vizibil","project_admin.php"
"global","en","str_web_form","web form","upload_funcs.php"
"global","hu","str_web_form","webes űrlap","upload_funcs.php"
"global","ro","str_web_form","formular web","upload_funcs.php"
"global","en","str_welcome_to","Welcome to %PROJECTTABLE%","common_pg_funcs.php"
"global","hu","str_welcome_to","Üdvözöljük az %PROJECTTABLE%-ben","common_pg_funcs.php"
"global","ro","str_welcome_to","Bine ați venit în %PROJECTTABLE%","common_pg_funcs.php"
"global","en","str_welcome_to_project_in_domain","Welcome to `%PROJECTTABLE%` project in %DOMAIN%!","common_pg_funcs.php"
"global","hu","str_welcome_to_project_in_domain","Üdvözöljük az `%PROJECTTABLE%` projektben a %DOMAIN%!","common_pg_funcs.php"
"global","ro","str_welcome_to_project_in_domain","Bine ați venit în proiectul `%PROJECTTABLE%` din %DOMAIN%!","common_pg_funcs.php"
"global","en","str_what_are_apikeys","What are the „API keys”?","profile.php"
"global","hu","str_what_are_apikeys","Mik azok az „API kulcsok”?","profile.php"
"global","ro","str_what_are_apikeys","Ce este „API keys”?","profile.php"
"global","en","str_what_are_custom_geometries","What are the custom geometries?","profile.php"
"global","hu","str_what_are_custom_geometries","Mik azok az egyéni geometriák?","profile.php"
"global","ro","str_what_are_custom_geometries","Ce sunt geometriile preîncărcate?","profile.php"
"global","en","str_what_are_load_imports","What are the interrupted imports?","profile.php"
"global","hu","str_what_are_load_imports","Mik azok a felfüggesztett importok?","profile.php"
"global","ro","str_what_are_load_imports","Ce sunt încărcările întrerupte?","profile.php"
"global","en","str_what_are_savedqueries","What are the stored queries?","profile.php"
"global","hu","str_what_are_savedqueries","Mik azok az eltárolt lekérdezések?","profile.php"
"global","ro","str_what_are_savedqueries","Ce sunt interogările salvate?","profile.php"
"global","en","str_what_are_savedresults","What are the saved results?","profile.php"
"global","hu","str_what_are_savedresults","Mik azok az elmentett eredmények?","profile.php"
"global","ro","str_what_are_savedresults","Ce sunt rezultatele salvate?","profile.php"
"global","en","str_when","when","profile.php"
"global","hu","str_when","mikor","profile.php"
"global","ro","str_when","când","profile.php"
"global","en","str_white","white",
"global","hu","str_white","fehér",
"global","ro","str_white","alb",
"global","en","str_who","who","profile.php"
"global","hu","str_who","kinek","profile.php"
"global","ro","str_who","cine","profile.php"
"global","en","str_wkt","WKT","upload_show-table-form.php"
"global","hu","str_wkt","WKT","upload_show-table-form.php"
"global","ro","str_wkt","WKT","upload_show-table-form.php"
"global","en","str_wmswfs_access","Public Web Services","interface.php"
"global","hu","str_wmswfs_access","nyílvános web szolgáltatások","interface.php"
"global","ro","str_wmswfs_access","servicii publice web","interface.php"
"global","en","str_write","write",
"global","hu","str_write","írás",
"global","ro","str_write","scriere",
"global","en","str_yellow","yellow",
"global","hu","str_yellow","sárga",
"global","ro","str_yellow","galben",
"global","en","str_yes","yes","profile.php,project_admin.php,upload_dynamic_js.php,upload_funcs.php"
"global","hu","str_yes","igen","profile.php,project_admin.php,upload_dynamic_js.php,upload_funcs.php"
"global","ro","str_yes","da","profile.php,project_admin.php,upload_dynamic_js.php,upload_funcs.php"
"global","en","str_yes_i_want","Yes, I want","upload_dynamic_js.php"
"global","hu","str_yes_i_want","Igen, szeretném","upload_dynamic_js.php"
"global","ro","str_yes_i_want","Da vreau","upload_dynamic_js.php"
"global","en","str_you_have_connected_to_a_stranger_database","you have connected to a stranger database",
"global","hu","str_you_have_connected_to_a_stranger_database","egy idegen adatbázishoz csatlakoztál",
"global","ro","str_you_have_connected_to_a_stranger_database","ai accesat o bază de date străină",
"global","en","str_your_invitations_accepted","Your invitations accepted","common_pg_funcs.php"
"global","hu","str_your_invitations_accepted","A meghívóját elfogadták","common_pg_funcs.php"
"global","ro","str_your_invitations_accepted","Invitația Dumneavoastră a fost acceptată","common_pg_funcs.php"
"global","en","str_your_opinion","your comments and opinions","interface.php,data-sheet-page.php"
"global","hu","str_your_opinion","az ön észrevételei és véleménye","interface.php,data-sheet-page.php"
"global","ro","str_your_opinion","comentariile și opiniile dvs.","interface.php,data-sheet-page.php"
"global","en","str_new_project_welcome","It is easy to founding a new database project!<br> <br><br>",
"global","hu","str_new_project_welcome","Új adatbázis projektet bárki alapíthat egyszerűen!<br>A lépések a következők:<ol><li>Egyedi nevet kell adnia a projektnek, ami az adatbázis tábláink neve is lesz egyúttal.</li><li>Szükséges egy rövid leíró nevet is adnia a projektjének.</li><li>Szükséges egy részletes leírást is írnia arról, hogy mi ez a projekt, mi a célja.</li><li>Meg kell határoznia az adatok elérésének és módosítának a lehetőségeit.</li><li>Az űrlap kitöltése és elküldése után a projekt kísérleti stádiumba kerül.</li><li>Az ebben a projektben érvényes felhasználó nevével és jelszavával tud belépni az újonnan létrejött projektbe, ahol a további beállításokat kell majd elvégeznie.</li></ol><br><br>",
"global","ro","str_new_project_welcome","Puteți înființa o bază de date nouă simplu!<br> Înființarea unui proiect nou constă din definirea bazei de date și înființarea unui grup de lucru.<br> Pentru crearea bazei de date completați formularul de mai jos. Baza de date trebuie să primească o denumire unică, care în același timp va fi și numele proiectului. Trebuie definit gradul de accesibilitate publică a datelor etc. Îndrumarul pentru completarea câmpurilor se găsește sub formular.  Dacă aveți nevoie de ajutor adițional, contactați administratorul bazei de date, în care vă aflați.<br>  După trimiterea formularului, trebuie contactat unul dintre administratorii OpenBioMaps pentru activarea proiectului. Datele de contact al administratorilor poate fi găsit în documentație..<br> Mulțumim pentru contribuția acordată comunității Openbiomaps și pentru mărirea numărului de date neprelucrate publice disponibile!<br><br>",
"global","en","str_access_help","Project level access settings.","project_admin.php"
"global","hu","str_access_help","Projekt szintű hozzáférési szabályozás.","project_admin.php"
"global","ro","str_access_help","Drepturi de accesibilitate pe nivel de proiect.","project_admin.php"
"global","en","str_apikeys","API keys","interface.php,profile.php"
